Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Devin Booker,38,32,4,10,2,0.0,0.522,0.714,0.658,27.3,12.5,1,1.0,142.0,115.0,29.1,11,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.2,1.1,2.9,0.4821,0.4218,0.8593999999999999,31.33,116.4,111.1,19.83,1.10459,10,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Devin Booker,34,17,8,6,1,0.0,0.316,0.25,0.418,28.3,-1.1,2,1.0,97.0,123.0,12.1,12,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,1.1,2.9,0.4659000000000001,0.4039,0.8705,31.23,114.4,112.0,18.73,0.896907,11,2022,11,11,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Devin Booker,42,25,8,5,3,1.0,0.5,0.286,0.546,25.7,4.6,2,0.5,127.0,122.0,20.0,13,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.6,1.3,2.8,0.454,0.3769,0.8205,30.58,113.5,113.7,18.07,1.08709,12,2022,11,14,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Devin Booker,37,27,2,9,0,3.0,0.471,0.4,0.644,28.0,4.7,3,1.0,131.0,113.0,23.5,14,1,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.8,1.0,2.8,0.4484999999999999,0.3794,0.8419000000000001,30.190000000000005,113.0,114.6,17.6,0.90638,13,2022,11,16,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Devin Booker,41,49,8,10,1,0.0,0.516,0.222,0.652,37.3,11.7,1,1.0,149.0,129.0,42.3,15,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.5,6.4,1.1,2.4,0.4572000000000001,0.4016,0.8419000000000001,31.21,118.8,115.4,21.08,1.12851,14,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Devin Booker,30,20,5,3,0,0.0,0.412,0.625,0.573,23.3,7.1,0,1.0,140.0,106.0,14.9,16,1,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.1,1.0,2.3,0.4401,0.4498,0.9086,30.24,120.4,113.8,20.3,1.04397,15,2022,11,20,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Devin Booker,35,25,4,5,0,0.0,0.417,0.333,0.494,33.3,-5.4,4,1.0,96.0,103.0,10.9,17,1,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,6.1,1.0,2.5,0.4485,0.4545,0.9286,30.32,120.4,112.9,20.380000000000003,0.863242,16,2022,11,22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Devin Booker,36,21,7,5,1,1.0,0.471,0.286,0.523,26.6,1.8,2,0.429,106.0,103.0,15.2,18,1,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,6.1,1.0,2.2,0.4575,0.4402,0.8714999999999999,29.7,121.1,111.7,20.5,1.14937,17,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Devin Booker,39,27,11,7,0,0.0,0.296,0.143,0.424,37.1,-2.8,2,0.909,108.0,127.0,17.5,19,1,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4,6.5,0.9,2.3,0.4420999999999999,0.4258999999999999,0.8624,29.95,120.3,115.6,20.49,1.21741,18,2022,11,26,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Devin Booker,41,44,8,4,6,0.0,0.607,0.167,0.688,38.3,10.3,6,1.0,121.0,104.0,34.8,20,0,0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,6.4,1.4,2.3,0.4528,0.3426,0.8837999999999999,30.52,121.7,114.5,22.03,1.17209,19,2022,11,28,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Devin Booker,31,51,4,6,1,0.0,0.8,0.857,0.923,40.3,32.9,2,0.833,173.0,111.0,44.3,21,1,0,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,1.3,2.4,0.4806,0.3569,0.8671,31.82,124.8,114.1,23.55,1.08629,20,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Devin Booker,34,41,4,8,0,0.0,0.6,0.667,0.697,41.6,8.8,3,0.7,135.0,127.0,30.9,22,1,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.2,1.2,2.5,0.509,0.3985999999999999,0.8371000000000001,33.14999999999999,128.6,114.5,25.43,1.21797,21,2022,12,2,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Devin Booker,28,20,0,8,0,0.0,0.438,0.333,0.549,30.6,-0.5,2,1.0,126.0,104.0,14.4,23,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.3,6.5,0.9,2.5,0.5027999999999999,0.4033,0.8871,33.64,128.5,112.7,24.87,1.10927,22,2022,12,4,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Devin Booker,30,11,2,5,0,0.0,0.308,0.5,0.396,20.8,-11.1,1,1.0,98.0,141.0,5.0,24,0,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.1,0.9,2.3,0.4865,0.4133,0.8871,32.92,125.2,115.5,23.02,0.966417,23,2022,12,5,0,-2.4492935982947064e-16,1.0,0.0,1.0
Devin Booker,25,17,5,3,0,1.0,0.353,0.167,0.453,33.9,-1.5,2,1.0,94.0,120.0,8.2,25,1,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.4,0.8,2.4,0.4702,0.4078,0.8871,32.58,119.7,114.6,19.61,1.10985,24,2022,12,7,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Devin Booker,36,14,2,7,1,0.0,0.294,0.25,0.373,26.9,-11.4,3,0.5,87.0,131.0,5.2,26,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.8,0.9,2.7,0.4584,0.3703,0.8371000000000001,32.940000000000005,114.4,117.1,18.64,0.944465,25,2022,12,9,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,0,1,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.3,0.9,2.3,0.4166999999999999,0.337,0.7371,29.610000000000003,104.8,106.8,17.55,1.13703,26,2022,12,11,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.8,0.8,2.1,0.3696,0.3084,0.6942,26.95,94.2,96.5,16.03,0.918851,27,2022,12,13,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Devin Booker,35,14,4,4,1,0.0,0.273,0.111,0.312,30.3,-12.3,2,1.0,77.0,108.0,4.0,29,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.5,0.9,2.1,0.3673,0.3052,0.7032999999999999,26.27,91.1,94.6,14.68,0.88788,28,2022,12,15,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Devin Booker,42,58,6,5,0,0.0,0.6,0.5,0.697,46.3,16.4,2,0.667,138.0,126.0,42.4,30,1,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.6,0.3,1.7,0.3666,0.3384999999999999,0.6699999999999999,27.07,92.8,96.8,15.439999999999998,1.16879,29,2022,12,17,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31,1,1,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,0.2,1.5,0.2865999999999999,0.2528,0.5866999999999999,23.04,75.5,85.7,11.01,1.10456,30,2022,12,19,0,-2.4492935982947064e-16,1.0,0.0,1.0
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,1,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,3.2,0.2,1.2,0.2266,0.1861,0.5166999999999999,18.880000000000003,62.0,73.0,7.919999999999999,1.12344,31,2022,12,20,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.4,0.2,1.0,0.1828,0.1528,0.4166999999999999,15.82,49.4,62.6,6.479999999999999,1.02514,32,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Devin Booker,4,2,0,0,0,0.0,0.5,0.0,0.5,20.7,-8.9,0,0.0,98.0,131.0,1.0,34,0,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.9,0.2,0.9,0.202,0.1028,0.3167,15.81,49.4,61.6,6.08,1.06627,33,2022,12,25,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Devin Booker,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35,0,1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6,0.2,0.7,0.1667,0.0861,0.2166999999999999,12.42,40.0,49.6,5.26,1.12534,34,2022,12,27,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
