Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BOS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Jayson Tatum,2023-10-25,39,34,11,4,2,1.0,0.591,0.375,0.69,35.1,10.7,4,0.833,122.0,102.0,27.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,4.0,2.0,4.0,0.591,0.375,0.833,35.1,122.0,102.0,27.0,0.0
Jayson Tatum,2023-10-27,41,22,8,5,1,0.0,0.409,0.3,0.472,24.8,-1.3,2,0.333,105.0,113.0,12.7,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.5,4.5,1.5,3.0,0.5,0.3375,0.583,29.950000000000003,113.5,107.5,19.85,1.04898
Jayson Tatum,2023-10-30,28,33,6,3,0,0.0,0.667,0.444,0.77,33.4,12.8,2,1.0,142.0,110.0,25.0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.666666666666668,8.333333333333334,4.0,1.0,2.6666666666666665,0.5556666666666666,0.373,0.722,31.1,123.0,108.33333333333331,21.566666666666663,1.0013
Jayson Tatum,2023-11-01,27,30,12,4,0,0.0,0.6,0.6,0.773,32.7,14.4,2,0.9,158.0,99.0,27.5,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,9.25,4.0,0.75,2.5,0.56675,0.4297499999999999,0.7665,31.5,131.75,106.0,23.05,1.06363
Jayson Tatum,2023-11-04,41,32,11,1,0,0.0,0.5,0.6,0.707,26.7,4.5,3,1.0,128.0,117.0,23.0,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,9.6,3.4,0.6,2.6,0.5534,0.4638,0.8131999999999999,30.54,131.0,108.2,23.04,1.08067
Jayson Tatum,2023-11-06,43,32,5,2,5,0.0,0.545,0.25,0.627,31.6,8.0,6,0.75,101.0,98.0,21.7,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,8.833333333333334,3.1666666666666665,1.3333333333333333,3.1666666666666665,0.552,0.4281666666666666,0.8026666666666666,30.71666666666667,126.0,106.5,22.816666666666663,0.960566
Jayson Tatum,2023-11-08,37,16,15,6,3,0.0,0.429,0.333,0.522,20.1,6.7,2,0.667,104.0,96.0,17.5,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.428571428571427,9.714285714285714,3.571428571428572,1.5714285714285714,3.0,0.5344285714285715,0.4145714285714286,0.7832857142857143,29.2,122.85714285714286,105.0,22.057142857142857,1.11986
Jayson Tatum,2023-11-10,33,23,10,3,0,0.0,0.353,0.364,0.549,29.2,0.6,2,0.778,115.0,115.0,15.8,8,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,9.75,3.5,1.375,2.875,0.51175,0.40825,0.782625,29.2,121.875,106.25,21.275,0.928375
Jayson Tatum,2023-11-11,34,27,5,4,0,1.0,0.556,0.333,0.654,29.4,7.3,1,0.667,127.0,98.0,20.8,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.666666666666668,9.22222222222222,3.555555555555556,1.2222222222222223,2.6666666666666665,0.5166666666666667,0.3998888888888889,0.7697777777777778,29.22222222222222,122.44444444444444,105.33333333333331,21.22222222222222,1.06642
Jayson Tatum,2023-11-13,39,35,6,7,1,0.0,0.565,0.417,0.694,35.3,11.7,3,0.8,135.0,116.0,26.8,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,8.9,3.9,1.2,2.7,0.5215,0.4016,0.7727999999999999,29.83,123.7,106.4,21.78,1.0892
