Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Pascal Siakam,39,20,6,6,0,0.0,0.471,0.429,0.559,23.8,-0.3,4,0.5,97.0,115.0,12.5,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,6.0,0.0,4.0,0.471,0.429,0.5,23.8,97.0,115.0,12.5,0.0,0,2020,12,23,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Pascal Siakam,43,16,15,8,1,1.0,0.375,0.0,0.45,22.3,-5.6,5,1.0,92.0,111.0,12.8,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,10.5,7.0,0.5,4.5,0.423,0.2145,0.75,23.05,94.5,113.0,12.65,1.07534,1,2020,12,26,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,35,20,6,0,2,1.0,0.348,0.444,0.435,30.0,-2.2,2,0.0,78.0,96.0,7.6,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,9.0,4.666666666666667,1.0,3.6666666666666665,0.3979999999999999,0.291,0.5,25.366666666666664,89.0,107.33333333333331,10.966666666666669,1.13982,2,2020,12,29,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Pascal Siakam,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.75,3.5,0.75,2.75,0.2985,0.21825,0.375,19.025,66.75,80.5,8.225,0.86248,3,2020,12,31,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Pascal Siakam,25,10,4,1,1,0.0,0.4,0.0,0.46,24.1,-11.9,3,1.0,84.0,123.0,2.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,6.2,3.0,0.8,2.8,0.3188,0.1746,0.5,20.04,70.2,89.0,7.159999999999999,0.807469,4,2021,1,2,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,33,22,6,3,0,1.0,0.467,0.4,0.608,23.8,1.6,1,0.857,125.0,126.0,16.3,6,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,6.166666666666667,3.0,0.6666666666666666,2.5,0.3434999999999999,0.2121666666666667,0.5595,20.666666666666668,79.33333333333333,95.16666666666669,8.683333333333334,1.20573,5,2021,1,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Pascal Siakam,38,32,9,3,1,1.0,0.524,0.25,0.589,33.7,4.4,1,0.643,130.0,131.0,25.6,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.142857142857142,6.571428571428571,3.0,0.7142857142857143,2.2857142857142856,0.3692857142857143,0.2175714285714285,0.5714285714285714,22.52857142857143,86.57142857142857,100.28571428571428,11.1,1.18315,6,2021,1,6,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Pascal Siakam,33,17,9,12,1,1.0,0.636,0.5,0.715,17.8,10.0,2,1.0,163.0,122.0,22.1,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.125,6.875,4.125,0.75,2.25,0.402625,0.252875,0.625,21.9375,96.125,103.0,12.475,1.21005,7,2021,1,8,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Pascal Siakam,40,25,11,3,0,0.0,0.474,0.5,0.544,25.6,2.2,2,0.556,115.0,112.0,18.3,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.333333333333333,4.0,0.6666666666666666,2.2222222222222223,0.4105555555555555,0.2803333333333333,0.6173333333333333,22.344444444444445,98.22222222222224,104.0,13.122222222222224,1.07293,8,2021,1,10,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Pascal Siakam,37,22,13,10,1,0.0,0.529,0.0,0.586,26.0,6.5,3,1.0,127.0,112.0,21.8,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.4,7.9,4.6,0.7,2.3,0.4224,0.2523,0.6556,22.71,101.1,104.8,13.99,0.914338,9,2021,1,11,0,0.49999999999999994,0.8660254037844387,0.0,1.0
